ProductKey,ProductName,Total,Custo
824,Contoso 90W AC/DC Power Adapter E300 Grey,236342.568,122176.96
827,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,160400.562,53926.46
841,Contoso Reserve Pen - Tablet Pen E200 Gold,93966.78,48297.08
842,Contoso Bright Light battery E20 Black,521054.883,269182.14
859,Contoso Wireless Notebook Optical Mouse M35 White,210036.6545,96968.34
860,Contoso Wireless Notebook Optical Mouse M35 Blue,216513.342,100162.98
874,Contoso Wireless Notebook Optical Mouse X205 Black,195373.3275,66054.04
877,Contoso Wireless Notebook Optical Mouse X205 Silver,196588.36,66140.16
891,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,490749.9947,252223.84
892,SV Rechargeable Bluetooth Notebook Mouse E80 Black,478191.6881,245802.04
909,SV 80GB USB2.0 Portable Hard Disk E500 Blue,1983262.5,1025336.0
7,Contoso 2G MP3 Player E200 Blue,414707.6241,214225.0
8,Contoso 4G MP3 Player E400 Silver,1043928.5829,538513.8
21,Contoso 8GB MP3 Player new model M820 Blue,1260891.76,582185.76
22,Contoso 8GB MP3 Player new model M820 Yellow,1176379.3,543981.36
25,Contoso 16GB Mp5 Player M1600 Black,659304.183,304564.09
39,Contoso 8GB Clock & Radio MP3 Player X850 Green,6021486.0821,2003520.26
40,Contoso 8GB Clock & Radio MP3 Player X850 Blue,5966703.0537,1982502.58
57,WWI 1GB Digital Voice Recorder Pen E100 Black,2031456.96,1042399.71
58,WWI 1GB Digital Voice Recorder Pen E100 Red,2048952.36,1051148.01
72,NT Wireless Bluetooth Stereo Headphones E102 Blue,949285.33,441485.1
75,NT Bluetooth Active Headphones E202 White,687734.8335,319718.9
89,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,960442.9662,320003.6
90,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,995242.1461,331879.51
107,WWI Stereo Bluetooth Headphones New Generation M370 White,472650.4497,218341.2
108,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,431991.417,198892.32
122,"Adventure Works 19"" Portable LCD HDTV M110 Silver",6117798.2994,2821389.12
125,"Adventure Works 19"" Color Digital TV E35 Silver",2784115.302,1437342.6
139,"Adventure Works 32"" LCD HDTV M130 White",4894662.1048,2258142.53
140,"Adventure Works 32"" LCD HDTV M130 Brown",4894157.1149,2252854.14
157,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",4289840.0011,1978379.35
158,"Adventure Works 37"" 1080p LCD HDTV M150W Black",3919165.3709,1817519.05
172,SV 22xDVD X680 Black,459945.33,154980.32
175,SV 16xDVD M350 Black,364422.891,167946.24
189,SV 16xDVD M360 Silver,2704676.805,1249662.68
190,SV 8xDVD E130 Silver,1146878.676,591949.05
207,Litware Home Theater System 5.1 Channel M516 Black,8354078.34,3863432.6
208,Litware Home Theater System 4.1 Channel M410 Silver,6931394.39,3208007.16
222,Litware Home Theater System 5.1 Channel M515 Silver,12476320.75,5754165.06
225,Litware Home Theater System 5.1 Channel M511 Brown,9732142.05,4502410.08
239,Litware Home Theater System 5.1 Channel M516 Brown,8822946.75,4078038.16
240,Contoso Home Theater System 2.1 Channel E1200 Black,5669488.5,2928372.4
257,Contoso Home Theater System 5.1 Channel M1500 Silver,9593130.69,4423609.44
258,Contoso Home Theater System 5.1 Channel M1510 Silver,5259791.58,2433318.27
272,Contoso Home Theater System 4.1 Channel M1410 White,6730221.4,3444335.55
275,Contoso Home Theater System 2.1 Channel E1220 White,3742256.69,1932001.32
289,Contoso Home Theater System 5.1 Channel M1540 Brown,4729408.12,2183834.79
290,Contoso Home Theater System 4.1 Channel M1420 Brown,9187814.4,4698868.72
307,SV Car Video LCD7 M7003 Black,7896574.17,3645450.27
308,SV Car Video LCD7W M7080 Silver,10814615.0,4988561.28
322,SV Car Video LCD7 M7002 Silver,6563978.64,3029814.95
325,SV Car Video LCD7W M7081 Brown,10795570.59,4989136.74
339,Fabrikam Laptop17W M7080 Black,3890108.292,1796152.57
340,Fabrikam Laptop17 M7000 Black,17645461.47,8154416.13
357,Fabrikam Laptop14.1 E4101 Red,9932518.2,5108607.6
358,Fabrikam Laptop8.9 E8002 Red,9994983.96,5137075.8
372,Adventure Works Laptop15.4W M1548 White,14645590.88,6753388.92
375,Adventure Works Laptop15 M1501 Silver,13996391.55,6457086.72
376,Adventure Works Laptop12 M1201 Silver,6115271.1075,3129306.72
389,Adventure Works Laptop16 M1601 Blue,12606583.95,5817439.74
390,WWI Laptop19W X0196 Black,22564409.4,7514865.18
407,Proseware Laptop16 M610 Black,12683890.89,5851872.24
408,Proseware Laptop15.4W M518 Black,7681761.5,3549590.14
422,Adventure Works Desktop PC2.33 XD233 Black,3902870.37,1310205.05
425,Adventure Works Desktop PC1.80 ED180 Black,18368048.79,9305850.45
426,Adventure Works Desktop PC1.80 ED182 Black,24550173.983,12451949.88
439,WWI Desktop PC2.30 M2300 Brown,9445579.52,4336859.26
440,WWI Desktop PC1.60 E1600 Silver,8324617.0115,4264235.64
498,Adventure Works LCD17W E203 Black,2526520.47,1303758.71
500,Adventure Works CRT19 E10 Black,1350157.5,453633.84
515,Adventure Works CRT17 E105 White,1227022.41,634296.96
517,WWI LCD24 X300 Black,16747296.93,5577599.25
532,WWI LCD20 M220 White,2538492.67,1171327.74
534,WWI LCD19 E107 White,2300964.3,1186434.67
549,Proseware Screen 85in E1010 Black,2786214.69,1441141.45
551,Proseware Projector 1080p LCD86 White,47504870.55,15825028.56
566,Proseware Projector 720p DLP56 Silver,20220009.75,9330873.4
568,Proseware Projector 480p DLP12 Silver,10584109.36,5409307.2
581,Contoso Screen 125in M250 Black,3431259.09,1141056.24
583,Contoso Screen 106in M060 Black,2551673.53,848481.48
598,Contoso Screen 80in E080 White,2135802.68,1102897.79
600,Contoso Projector 1080p X981 Silver,6217087.17,2088968.31
615,WWI Projector 480p LCD12 Black,4836880.75,2474866.5
617,WWI Screen 125in M1611 Black,1645069.77,547031.76
632,WWI Screen 85in E1010 White,2659680.21,1372822.77
634,WWI Projector 1080p DLP86 Silver,12377097.18,4157237.37
649,Proseware Laser Fax Printer E100 Black,1808575.86,934851.28
651,Proseware Mobile Receipt and Document Scanner M200 Black,2476720.64,1142062.74
666,Proseware Office Jet All-in-One Printer M500 Black,3522703.84,1627006.8
668,Proseware Photo smart All-in-One Printer M380 Black,2505864.9,1160421.6
683,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,2679629.28,1236881.32
685,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",638816.12,294563.64
698,Proseware Wireless Photo All-in-One Printer M390 Grey,4071594.96,1879163.65
700,Proseware Photo Ink Jet Printer M100 White,3444445.62,1589409.44
715,Proseware Duplex Scanner M200 White,1358751.86,626409.84
717,Proseware Laser Fax Printer M250 White,513573.76,237170.46
732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,1435019.2,661704.94
734,Proseware Duplex Scanner M200 Green,615052.63,284083.92
749,Contoso Laptop Starter Bundle M200 Black,192732.375,89152.14
751,Contoso Desktop Alternative Bundle E200 Black,232981.72,120311.66
766,Contoso Battery charger - bike E200 Black,384696.651,198879.1
768,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,276171.224,142336.7
783,Contoso Education Supplies Bundle E200 White,265643.145,137111.52
785,Contoso Education Essentials Bundle M300 White,203598.205,94086.1
800,Contoso Lens cap E80 White,262201.468,134742.48
802,Contoso USB Optical Mouse E200 White,307229.22,158497.7
815,Contoso Education Essentials Bundle M300 Grey,204020.005,94204.09
817,Contoso Power Inverter - DC to AC power inverter E900 Grey,171997.785,88833.36
832,Contoso USB Optical Mouse E200 Grey,304308.555,157202.1
834,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,141568.945,72789.76
849,Contoso Ultraportable Neoprene Sleeve E30 Green,280669.116,144713.85
851,Contoso Laptop Keyboard X105 White,1905917.87,636862.5
866,Contoso Wireless Laser Mouse M55 Black,623024.3838,287070.42
868,Contoso Wireless Laser Mouse M55 Grey,281690.8527,130466.07
883,Contoso Bluetooth Notebook Mouse X305 Black,680844.0,228719.4
885,Contoso Bluetooth Notebook Mouse X305 Silver,735636.0,246263.5
900,SV Keyboard E10 White,890820.48,460039.3
902,SV Keyboard E10 Grey,812209.64,420046.61
917,SV 500GB USB 2.0 Portable External Hard Drive X405 White,431445.49,145368.81
919,SV USB Data Cable E600 Pink,14982.1745,7649.76
932,SV 2GB Laptop memory E800 Black,1109448.45,572184.24
934,SV 4GB Laptop Memory M65 Blue,1256674.33,579499.83
949,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,5799619.16,1929673.07
951,A. Datum Consumer Digital Camera E100 Black,5873166.95,3006024.58
966,A. Datum Consumer Digital Camera M300 Grey,715269.6,330536.64
968,A. Datum Bridge Digital Camera M300 Grey,4093070.751,1887118.2
983,A. Datum SLR-like Digital Camera M400 Pink,2276695.63,1053549.25
463,Proseware LCD22 M2000 Black,5240515.9,1741214.1
470,Proseware LCD17W E202 Black,2640233.97,1364530.19
477,Proseware LCD22 M2000 White,5481795.91,1819763.57
488,Proseware CRT15 E10 White,953608.11,492830.42
495,Adventure Works LCD19 E108 Black,2262362.61,1167299.77
502,Adventure Works CRT15 E101 Black,1684806.3,565715.22
513,Adventure Works LCD15 E100 White,1955796.48,1010106.58
520,WWI LCD22W M2003 Black,5545773.24,1847453.64
527,WWI CRT17 E106 Black,1973233.35,1017626.61
538,WWI CRT17 E106 White,1961625.6,1014043.24
545,Proseware Screen 125in X1609 Black,1378418.31,458521.2
552,Proseware Projector 1080p DLP86 White,51901056.27,17278905.93
563,Proseware Projector 1080p LCD86 Silver,45886757.85,15261586.98
570,Proseware Screen 113in X1609 Silver,2891990.79,962665.08
577,Contoso Projector 720p M620 Black,14499042.45,6698809.6
588,Contoso Projector 1080p X981 White,6474659.1,2178389.07
595,Contoso Screen 106in M060 White,2525712.6,841163.4
602,Contoso Projector 720p M621 Silver,20068391.52,9259666.4
613,WWI Projector 720p LCD56 Black,14428674.12,6657665.28
620,WWI Screen 100in M1609 Black,3804176.2,1772125.71
627,WWI Projector 480p DLP12 White,11006862.16,5628345.6
638,WWI Projector 480p DLP12 Silver,10408291.7,5329171.2
645,Proseware Laser Jet Color Printer X300 Black,1953025.58,649149.5
652,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,2621684.01,1209724.88
663,Proseware High-Performance Business-Class Laser Fax X200 Black,5382373.76,1792127.7
670,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,4155993.8,1921211.08
677,Proseware Fax Machine E100 Grey,1519414.11,784332.16
681,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,2506933.66,1157924.04
688,Proseware Laser Fax Printer M250 Grey,478161.96,221055.24
695,Proseware Office Jet All-in-One Printer M500 Grey,3519474.81,1623633.6
702,Proseware Laser Jet Printer E100 White,1497907.15,773698.24
706,Proseware Fax Machine E100 White,1535719.71,793516.0
713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,3493572.8,1612800.02
720,Proseware Slim-Design Fax Machine with Answering System X180 White,4789315.56,1591948.4
727,Proseware Wireless Photo All-in-One Printer M390 White,3949490.84,1820377.65
731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,2833989.39,1308124.64
738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,585504.0,196177.38
745,Contoso Car power adapter M90 Black,424150.7655,195807.01
756,Contoso USB 2.0 Dock Station docking station M800 Black,640715.14,295143.75
763,Contoso Digital camera accessory kit M200 Black,519167.989,239801.8
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,329447.975,169317.66
781,Contoso Notebook Peripheral Kit M69 White,356179.725,164232.42
788,Contoso Smart Battery M901 White,219679.325,101388.14
795,Contoso Reserve Pen - Tablet Pen E200 White,87652.705,44993.14
806,Contoso USB Wave Multi-media Keyboard E280 White,336477.867,173732.42
813,Contoso Education Supplies Bundle E200 Grey,257084.82,132770.24
820,Contoso Home/Office Laptop Power Adapter E300 Grey,506420.565,260975.0
831,Contoso Battery charger - bike E200 Grey,401639.71,207415.25
838,Contoso USB Optical Mouse E200 Gold,144920.815,74544.4
845,Contoso Bright Light battery E20 White,514314.55,265521.57
856,Contoso Multimedia Speakers M25 Black,1714840.86,792218.6
863,Contoso Optical USB Mouse M45 Black,948410.4307,437365.95
870,Contoso Wireless Laser Mouse E50 Black,355775.2496,183461.78
881,Contoso Optical Wheel OEM PS/2 Mouse E60 White,265850.52,137300.67
888,Contoso Bluetooth Notebook Mouse E70 White,806494.0,415588.96
895,SV Keyboard E90 Silver,818551.4766,423365.6
906,SV 40GB USB2.0 Portable Hard Disk E400 Yellow,1510434.2325,779952.42
913,SV 160GB USB2.0 Portable Hard Disk M65 White,444438.001,206432.1
469,Proseware LCD17 E200 Black,1983573.9,1023783.95
471,Proseware LCD15 E103 Black,2001470.13,1031859.15
478,Proseware LCD22W M2001 White,5239089.31,1744867.32
480,Proseware LCD20W M230 White,2718615.06,1254902.3
503,Adventure Works LCD24 X300 White,1694265.3,568206.9
505,Adventure Works LCD22 M200 White,5079309.73,1690761.96
510,Adventure Works LCD19W M100 White,3009818.77,1389314.64
512,Adventure Works LCD17W E203 White,2467012.77,1272517.96
535,WWI LCD19W M100 White,3060067.65,1410059.28
537,WWI LCD17W E200 White,2512641.36,1296852.86
544,Proseware Projector 480p DLP12 Black,10803320.06,5533708.8
546,Proseware Screen 113in X1609 Black,2805678.46,934730.16
569,Proseware Screen 125in X1609 Silver,1682487.45,560262.72
571,Proseware Screen 106in M1609 Silver,2526141.81,1167459.02
578,Contoso Projector 720p M621 Black,19480799.7,9015725.0
580,Contoso Projector 480p M481 Black,11126507.39,5697288.0
603,Contoso Projector 480p M480 Silver,4884746.33,2496465.25
605,Contoso Screen 125in M250 Silver,3633338.43,1210556.8
612,WWI Projector 1080p DLP86 Black,12534459.21,4208571.51
614,WWI Projector 720p DLP56 Black,20582367.03,9486610.0
637,WWI Projector 480p LCD12 Silver,4697559.44,2399679.5
639,WWI Screen 125in M1611 Silver,1541491.83,511140.88
644,Proseware Laser Jet Printer E100 Black,1508366.75,779699.96
646,Proseware Laser Jet All in one X300 Black,4621885.5,1537473.84
669,Proseware Wireless Photo All-in-One Printer M390 Black,4009188.36,1850202.9
671,Proseware Photo Inkjet Printer M100 Grey,3314501.28,1528719.84
678,Proseware Laser Fax Printer E100 Grey,1941242.94,1002302.34
680,Proseware Mobile Receipt and Document Scanner M200 Grey,2566423.44,1185161.46
703,Proseware Laser Jet Color Printer X300 White,1872713.15,622419.0
705,Proseware Fax Phone E100 White,692986.32,356210.8
712,Proseware Ink Jet Wireless All-In-One Printer M400 White,2705854.98,1248211.44
714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",678684.26,313382.58
737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",3452198.46,1591310.56
739,Proseware Slim-Design Fax Machine with Answering System X180 Green,4771596.68,1589680.89
744,Contoso Dual USB Power Adapter - power adapter E300 Black,773860.899,399721.68
746,Contoso Notebook Peripheral Kit M69 Black,366553.935,169074.84
769,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,259547.455,133175.36
771,Contoso USB Wave Multi-media Keyboard E280 Black,315190.311,162792.03
778,Contoso Rechargeable Battery E100 White,248519.824,128231.4
780,Contoso Car power adapter M90 White,417268.4145,192184.86
803,Contoso ADSL Modem Splitter/Filter X 1 E100 White,182111.199,93819.88
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,319055.77,163761.84
812,Contoso Mouse Lock Bundle E200 Grey,258448.071,133273.8
814,Contoso Laptop Starter Bundle M200 Grey,186313.545,86252.76
837,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,238347.599,123148.16
839,Contoso USB Wave Multi-Media Keyboard M901 Gold,144130.91,66648.36
844,Contoso Bright Light battery E20 Pink,529714.262,273679.02
846,Contoso Ultraportable Neoprene Sleeve E30 Black,306922.044,158483.25
848,Contoso Ultraportable Neoprene Sleeve E30 Yellow,306948.096,158284.5
871,Contoso Wireless Laser Mouse E50 White,355735.4256,183429.71
873,Contoso Wireless Laser Mouse E50 Grey,358152.952,184937.0
878,Contoso Wireless Notebook Optical Mouse X205 Orange,232006.2325,78455.32
880,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,257521.55,133090.62
903,SV 40GB USB2.0 Portable Hard Disk E400 Red,1554755.4,802576.58
905,SV 40GB USB2.0 Portable Hard Disk E400 Blue,1563054.2679,806954.2
912,SV 160GB USB2.0 Portable Hard Disk M65 Black,396239.62,183367.8
914,SV 160GB USB2.0 Portable Hard Disk M65 Grey,430921.855,199640.7
937,SV 4GB Laptop Memory M65 White,1295708.23,597664.83
455,WWI Desktop PC2.33 X2330 White,2192320.45,735928.16
460,WWI Desktop PC1.80 E1802 White,11305417.271,5793381.0
462,Proseware LCD24W X300 Black,2456245.88,824027.04
485,Proseware LCD15 E103 White,2030483.07,1047353.44
487,Proseware CRT17 E104 White,1148378.95,592425.6
494,Adventure Works LCD20W M240 Black,2587778.01,1193061.7
496,Adventure Works LCD19W M100 Black,3106738.32,1435660.8
519,WWI LCD22 M2002 Black,5205752.86,1731779.96
521,WWI LCD20 M220 Black,2479228.29,1145004.43
528,WWI LCD24 X300 White,16639279.02,5536625.4
530,WWI LCD22 M2002 White,5456169.31,1814841.41
553,Proseware Projector 720p LCD56 White,14552956.32,6711024.32
555,Proseware Projector 480p LCD12 White,4875604.65,2494480.5
560,Proseware Screen 100in M1609 White,4048318.6,1885968.82
562,Proseware Screen 80in E1010 White,2233243.23,1152632.94
564,Proseware Projector 1080p DLP86 Silver,51484223.07,17141462.91
585,Contoso Screen 85in E085 Black,2773653.26,1432424.44
587,Contoso Projector 1080p X980 White,47499546.15,15799175.64
589,Contoso Projector 720p M620 White,14527275.06,6700095.36
594,Contoso Screen 113in M251 White,2916739.02,1348187.5
596,Contoso Screen 100in E010 White,3897903.2,1307408.55
619,WWI Screen 106in M1609 Black,2567448.88,1186851.26
621,WWI Screen 85in E1010 Black,2768004.3,1429022.68
628,WWI Screen 125in M1611 White,1458518.4,483462.32
630,WWI Screen 106in M1609 White,2611419.06,1207513.23
653,Proseware All-In-One Photo Printer M200 Black,2856686.8,1317842.88
655,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,3443691.2,1586384.8
662,Proseware Slim-Design Fax Machine with Answering System X180 Black,4739257.6,1576857.73
664,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,4417897.77,1468615.59
687,Proseware High Speed Laser Fax M2000 Grey,4357633.28,1447325.0
689,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",3338968.2,1540272.8
694,Proseware Photo Ink Jet Printer E290 Grey,1809751.32,932048.0
696,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,4014335.2,1852855.59
719,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,4481679.72,1491084.06
721,Proseware High-Performance Business-Class Laser Fax X200 White,5015829.76,1670269.59
728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,4229652.56,1953297.36
730,Proseware All-In-One Photo Printer M200 Green,2879111.84,1329662.94
753,Contoso Smart Battery M901 Black,221600.285,102287.44
755,Contoso Home/Office Laptop Power Adapter E300 Black,509732.25,263198.0
762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,154578.237,51803.99
764,Contoso Leather Case - case for digital photo camera X20 Black,337984.92,112634.4
787,Contoso Power Inverter - DC to AC power inverter E900 White,184899.07,95391.56
789,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,598676.936,309036.72
794,Contoso 90W AC/DC Power Adapter E300 White,225178.345,116319.41
796,Contoso USB Data Link - direct connect adapter E600 White,328362.268,169701.94
798,Contoso Digital camera accessory kit M200 White,487032.766,224360.85
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,579295.158,299466.0
821,Contoso USB 2.0 Dock Station docking station M800 Grey,649016.277,299213.75
823,Contoso Connectivity Starter Kit Smart Buy M680 Grey,316099.188,146005.4
828,Contoso Digital camera accessory kit M200 Grey,502081.162,231614.25
830,Contoso Lens cap E80 Grey,247953.654,127412.88
853,Contoso Laptop Keyboard X105 Silver,1937140.168,646042.5
855,Contoso Multimedia Speakers M25 Blue,1903294.38,881376.56
862,Contoso Wireless Notebook Optical Mouse M35 Orange,212547.6625,98345.34
864,Contoso Optical USB Mouse M45 White,924046.8988,425828.55
887,Contoso Bluetooth Notebook Mouse E70 Black,860358.0,443296.59
910,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,2084977.92,1076816.0
924,SV USB Sync Charge Cable E700 Black,26995.1261,13791.55
927,SV 512MB Laptop memory E800 White,645646.5081,333186.58
941,SV PCI Network Adapter E903 Silver,831839.1159,429677.29
942,SV PCI Network Adapter E904 Silver,845778.5362,437042.33
959,A. Datum Rangefinder Digital Camera X200 Grey,2171902.0,723757.98
960,A. Datum Slim Digital Camera M180 Grey,2951812.64,1376649.62
974,A. Datum Slim Digital Camera M180 Pink,3047521.28,1420480.26
977,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,5663684.2,1882614.37
991,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,5661679.56,1881815.26
992,A. Datum Super-zoom Digital Camera X300 Silver,3061559.0,1024885.36
1009,A. Datum Advanced Digital Camera M300 Orange,4220782.67,1948046.32
1010,A. Datum Bridge Digital Camera M300 Orange,4140926.496,1910410.65
1024,A. Datum Bridge Digital Camera M300 Green,3873693.138,1786556.7
1027,A. Datum Full Frame Digital Camera X300 Green,702332.4,233722.62
1041,A. Datum Full Frame Digital Camera X300 Azure,4863605.67,1617538.08
1042,A. Datum Point Shoot Digital Camera M500 Silver Grey,4226987.16,1951383.6
1059,"A. Datum SLR Camera 35"" M358 Silver Grey",7553289.38,3490802.37
1060,A. Datum SLR Camera X139 Gold,1872535.5,623635.48
1074,A. Datum SLR Camera M142 Orange,6219882.24,2898726.44
1077,"Contoso SLR Camera 35"" X358 Black",11979909.52,3986993.34
1091,"Contoso SLR Camera 35"" M358 Silver Grey",4320909.64,1994821.71
1092,Contoso SLR Camera X144 Gold,13460693.19,4481675.02
1109,"Fabrikam SLR Camera 35"" X358 Black",9291391.512,3089259.52
1110,Fabrikam SLR Camera M146 Black,5642534.78,2630526.08
1124,Fabrikam SLR Camera X148 Gold,6660061.56,2226866.4
1127,"Fabrikam SLR Camera 35"" M358 Gold",6933883.92,3229031.88
1128,Fabrikam SLR Camera X149 Pink,3374376.06,1126366.28
1141,"Fabrikam SLR Camera 35"" X358 Green",9491079.51,3159496.24
1142,Fabrikam SLR Camera M150 Green,8470652.008,3902664.1
1159,"Fabrikam Independent Filmmaker 2/3"" 17mm X100 Blue",21075377.6,7038453.36
1160,"Fabrikam Business Videographer 1"" 25mm M600 Blue",16228402.4,7493916.8
1177,Fabrikam Trendsetter 1/2'' 3mm X300 White,20928330.72,6958402.77
1178,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,20774926.88,6909140.7
1191,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",2803043.2,1445175.69
1192,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,10822236.0,4993324.24
1209,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,16325487.2,7524215.24
1210,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,15364046.2,7089374.48
1227,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",18663448.44,6204075.02
1228,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",31744337.4,10578071.92
1241,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,13166709.52,6093940.84
1242,Fabrikam Business Videographer 2/3'' 17mm M280 White,16132371.52,7441494.7
1245,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,3007964.4,1550950.2
1259,Contoso Cyber Shot Digital Cameras Adapter E306 Black,450471.7539,231752.74
1260,Contoso Multi-Use Terminal Cable E308 Silver,793158.075,409582.62
1277,Contoso Digital Cameras Lightweight Tripod E316 Silver,573093.2402,294639.3
1278,Contoso General Soft Carrying Case E318 Blue,124511.2871,63962.08
1292,Contoso Macro Zoom Lens X300 Black,717503.2975,241199.7
1295,Contoso Telephoto Conversion Lens X400 Black,1326017.0,445733.54
1309,Contoso Digital Camera/Camcorder USB Cable E324 Black,554635.2,286299.72
1310,Contoso Digital Camera/Camcorder USB Cable E324 Silver,525729.68,271491.36
1327,Contoso In front of Centrex L15 Black,925360.4429,308068.02
1328,Contoso behind Centrex X15 Black,1009947.4701,335936.16
1342,Contoso Integrated Business Phone With card L10 Black,880913.46,293586.72
1345,Contoso 4-Line Expandable Cordless Phone System M900 Black,478255.14,220626.12
457,WWI Desktop PC1.60 E1600 White,8172233.452,4183382.7
458,WWI Desktop PC1.80 E1800 White,8341749.075,4272070.08
475,Proseware LCD24 X300 White,1973175.75,660194.55
476,Proseware LCD24W X300 White,2725618.5,913282.24
489,Adventure Works LCD24 X300 Black,1632185.1,548669.7
490,Adventure Works LCD24W X300 Black,18149482.12,6046895.84
493,Adventure Works LCD20 M210 Black,2492727.37,1150721.71
507,Adventure Works LCD20 M210 White,2463260.94,1131664.11
508,Adventure Works LCD20W M240 White,2640344.4,1216540.6
525,WWI LCD17 E200 Black,1921495.95,992896.31
526,WWI LCD17W E200 Black,2590593.48,1337893.34
539,Proseware Projector 1080p LCD86 Black,46883476.35,15600716.46
540,Proseware Projector 1080p DLP86 Black,49266460.53,16386354.27
543,Proseware Projector 480p LCD12 Black,4948369.4,2532307.5
557,Proseware Screen 125in X1609 White,1267918.65,420805.36
558,Proseware Screen 113in X1609 White,2703549.03,898177.02
575,Contoso Projector 1080p X980 Black,45935343.0,15289721.04
576,Contoso Projector 1080p X981 Black,6687199.05,2238830.88
590,Contoso Projector 720p M621 White,20212497.27,9332251.6
593,Contoso Screen 125in M250 White,3643349.22,1212685.92
607,Contoso Screen 106in M060 Silver,2639423.13,878169.6
608,Contoso Screen 100in E010 Silver,3763124.8,1262273.4
625,WWI Projector 720p DLP56 White,19701948.33,9067177.8
626,WWI Projector 480p LCD12 White,4958550.74,2538028.25
640,WWI Screen 113in M1610 Silver,2791096.23,928885.62
643,Proseware Ink Jet All in one M300 Black,3654690.91,1686912.6
657,Proseware Duplex Scanner M200 Black,1307808.76,604072.32
658,Proseware High Speed Laser M2000 Black,4520379.49,1501340.0
675,Proseware Laser Jet All in one X300 Grey,4964775.99,1650086.96
676,Proseware Fax phone E100 Grey,774820.26,398441.52
690,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,4771595.4,1588152.96
693,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,4337427.17,1442895.66
707,Proseware Laser Fax Printer E100 White,1705485.6,880667.76
708,Proseware Ink Jet Fax Machine E100 White,1482209.04,766248.59
725,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,4204591.7,1939963.48
726,Proseware Photo Smart All-in-One Printer M380 White,2335400.76,1079166.4
740,Proseware High-Performance Business-Class Laser Fax X200 Green,795998.16,267381.18
743,Contoso Rechargeable Battery E100 Black,260650.866,134501.4
757,Contoso Enhanced Capacity Battery M800 Black,584644.221,269879.05
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,341097.588,157770.51
775,Contoso Smart Battery M901 Blue,54715.045,25376.13
776,Contoso Digital Camera Accessory kit M200 Blue,77210.145,35651.56
790,Contoso Home/Office Laptop Power Adapter E300 White,529925.7,273325.0
793,Contoso Connectivity Starter Kit Smart Buy M680 White,327377.205,151714.75
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,226669.534,117248.12
